,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price,cpu_brand,cpu_type_name,gpu_brand,gpu_type,os_details_2,cpu_details_2,cpu_GHZ,cpu_benchmark,gpu_benchmark,cpu_core,threading,pc_name
256,28483,"HP ENVY X360, 15.6"" FHD IPS TOUCHSCREEN, 2019 FLAGSHIP 2 IN 1 LAPTOP, AMD QUAD-CORE RYZEN 5 2500U(>I7-7500U), 8GB DDR4, 256GB PCLE SSD, AMD RADEON VEGA 8 802.11AC BACKLIT KEYBOARD WINDOWS INK WIN 10",HP,HP ENVY X360 15-CP0053CL,15.6,1920,1080,GLOSSY,1,AMD RYZEN 5,AMD RYZEN 5 2500U 2.0 GHZ (QUAD-CORE WITH SIMULTANEOUS MULTI-THREADING),0.0,0,AMD RADEON VEGA 8,WINDOWS,WINDOWS 10 HOME,8,256,256,4.49,659.99,678.0,AMD,RYZEN 5,AMD,RADEON VEGA 8,10 HOME,2500U,2.0,6317.0,1509.0,QUAD-CORE,1.0,HP ENVY
257,28806,"ASUS ZENBOOK 15 ULTRA-SLIM LAPTOP 15.6Â€ FHD NANOEDGE BEZEL, INTEL CORE I7-8565U, 16GB RAM, 1TB PCIE SSD, GEFORCE GTX 1650, INNOVATIVE SCREENPAD 2.0, WINDOWS 10 PRO, UX534FT-DB77, ROYAL BLUE",ASUS,ASUS ZENBOOK UX534FT,15.6,1920,1080,GLOSSY,0,INTEL CORE I7,INTEL CORE I7-8565U 1.8 GHZ (8TH GEN WHISKEY LAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1650 MAX-Q,WINDOWS,WINDOWS 10 PRO,16,1000,1000,3.68,1399.99,1399.99,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1650 MAX-Q,10 PRO,8565U,1.8,6777.0,6318.0,QUAD-CORE,1.0,ASUS ZENBOOK
258,24844,"ASUS ZENBOOK 13 UX331UA ULTRA-SLIM LAPTOP 13.3Â€ FULL HD WIDEVIEW DISPLAY, 8TH GEN INTEL CORE I7-8550U PROCESSOR, 8GB LPDDR3, 256GB SSD, WINDOWS 10, BACKLIT KEYBOARD, FINGERPRINT, ICICLE GOLD",ASUS,ASUS ZENBOOK UX331UA,13.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8550U 1.8 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,2.5,849.0,849.0,INTEL,CORE I7,INTEL,UHD 620,10 HOME,8550U,1.8,6134.0,888.0,QUAD-CORE,1.0,ASUS ZENBOOK
259,28640,"LENOVO FLEX 14 2-IN-1 CONVERTIBLE LAPTOP, 14 INCH FHD TOUCHSCREEN DISPLAY, AMD RYZEN 5 3500U PROCESSOR, 12GB DDR4 RAM, 256GB NVME SSD, WINDOWS 10, 81SS000DUS, BLACK, PEN INCLUDED",LENOVO,LENOVO FLEX 14,14.0,1920,1080,GLOSSY,1,AMD RYZEN 5,AMD RYZEN 5 3500U 2.1 GHZ (QUAD-CORE WITH SIMULTANEOUS MULTI-THREADING),0.0,0,AMD RADEON VEGA 8,WINDOWS,WINDOWS 10 HOME,12,256,256,3.64,528.48,537.95,AMD,RYZEN 5,AMD,RADEON VEGA 8,10 HOME,3500U,2.1,7248.0,1509.0,QUAD-CORE,1.0,LENOVO FLEX
260,17022,"LENOVO THINKPAD T430 BUILT BUSINESS LAPTOP COMPUTER (INTEL DUAL CORE I5 UP TO 3.3 GHZ PROCESSOR, 8GB MEMORY, 320GB HDD, WEBCAM, DVD, WINDOWS 10 PROFESSIONAL) (RENEWED)",LENOVO,LENOVO THINKPAD T430,14.0,1366,768,MATTE,0,INTEL CORE I5,INTEL CORE I5-3320M 2.6 GHZ (3RD GEN IVY BRIDGE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 4000,WINDOWS,WINDOWS 10,8,0,320,3.94,196.0,224.95,INTEL,CORE I5,INTEL,HD 4000,10,3320M,2.6,861.0,329.0,DUAL-CORE,1.0,LENOVO THINKPAD
261,28639,"NEW APPLE MACBOOK AIR (13-INCH, 8GB RAM, 128GB STORAGE) - SPACE GRAY",APPLE,APPLE MACBOOK AIR 2019,13.3,2560,1600,GLOSSY,0,INTEL CORE I5,INTEL CORE I5-8210Y 1.6 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 617,MACOS,MACOS MOJAVE,8,128,128,2.75,899.99,999.99,INTEL,CORE I5,INTEL,UHD 617,MOJAVE,8210Y,1.6,3296.0,878.0,DUAL-CORE,1.0,APPLE MACBOOK AIR
262,8282,"ASUS ZENBOOK UX305CA-EHM1 LAPTOP (WINDOWS 10, INTEL CORE M3-6Y30, 13.3"" LED-LIT SCREEN, STORAGE: 256 GB, RAM: 8 GB) OBSIDIAN STONE (ALUMINUM)",ASUS,ASUS ZENBOOK UX305CA-EHM1,13.3,1920,1080,MATTE,0,INTEL CORE M3,INTEL CORE M3-6Y30 0.9 GHZ (6TH GEN SKYLAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD,WINDOWS,WINDOWS 10,8,256,256,2.65,899.99,999.11,INTEL,CORE M3,INTEL,HD,10,6Y30,0.9,1862.0,10.0,DUAL-CORE,1.0,ASUS ZENBOOK
263,19313,"ASUS CHROMEBOOK FLIP C101PA-DB02 10.1INCH ROCKCHIP RK3399 QUAD-CORE PROCESSOR 2.0GHZ, 4GB MEMORY,16GB, ALL METAL BODY,LIGHTWEIGHT, USB TYPE-C, GOOGLE PLAY STORE READY TO RUN ANDROID APPS, TOUCHSCREEN",ASUS,ASUS CHROMEBOOK FLIP C101PA,10.1,1280,800,GLOSSY,1,ROCKCHIP,"ROCKCHIP RK3399 1.6 GHZ (DUAL ARM CORTEX-A72, QUAD CORTEX-A53)",0.0,0,MALI-T860 MP4,CHROME OS,CHROME OS,4,16,16,2.0,230.0,241.0,ROCKCHIP,,MALI-T860,MP4,CHROME OS,RK3399,1.6,,,,0.0,ASUS CHROMEBOOK FLIP
264,26586,"ASUS ROG ZEPHYRUS S ULTRA SLIM GAMING LAPTOP, 15.6Â€ 144HZ IPS TYPE FHD, GEFORCE RTX 2070, INTEL CORE I7-8750H, 16GB DDR4, 512GB PCIE NVME SSD, AURA SYNC RGB, WINDOWS 10 64-BIT, GX531GW-AS76 .62Â€ THIN",ASUS,ASUS ROG ZEPHYRUS S GX531GW,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8750H 2.2 GHZ (8TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,WINDOWS,WINDOWS 10 HOME,16,512,512,4.63,1699.99,1926.26,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2070 MAX-Q,10 HOME,8750H,2.2,10418.0,11018.0,HEXA-CORE,1.0,ASUS ROG ZEPHYRUS S
265,28043,"LENOVO IDEAPAD PREMIUM 15.6"" LAPTOP NOTEBOOK COMPUTER 2019 NEW, AMD A9-9425 UP TO 3.7GHZ, 8GB RAM, 1TB HDD, DVD-RW, WI-FI, BLUETOOTH, WEBCAM, USB 3.0, HDMI, WINDOWS 10 W/ 29.9 VALUE ACCESSORIES BUNDLE",LENOVO,LENOVO IDEAPAD,15.6,1366,768,MATTE,0,AMD A9,AMD A9-9425 3.1 GHZ (7TH GEN STONEY RIDGE DUAL-CORE),0.0,0,AMD RADEON R5,WINDOWS,WINDOWS 10 HOME,8,0,1000,4.85,334.38,335.0,AMD,A9,AMD,RADEON R5,10 HOME,9425,3.1,1687.0,148.0,DUAL-CORE,0.0,LENOVO IDEAPAD
266,11940,"HP 15-F222WM 15.6"" TOUCH SCREEN LAPTOP (INTEL QUAD CORE PENTIUM N3540 PROCESSOR, 4GB MEMORY, 500GB HARD DRIVE, WINDOWS 10)",HP,HP 15-F222WM,15.6,1366,768,GLOSSY,1,INTEL PENTIUM,INTEL PENTIUM N3540 2.16 GHZ (BAY TRAIL QUAD-CORE),0.0,0,INTEL HD,WINDOWS,WINDOWS 10,4,0,500,4.7,399.99,420.0,INTEL,PENTIUM,INTEL,HD,10,N3540,2.16,1179.0,10.0,QUAD-CORE,0.0,HP
267,24017,"ASUS ZENBOOK FLIP 14 UX461UN-DS74T NOTEBOOK (WINDOWS 10 HOME, INTEL CORE I7-8550U, 14"" LED-LIT SCREEN, STORAGE: 512 GB, RAM: 16 GB) SLATE GREY",ASUS,ASUS ZENBOOK FLIP UX461UN,14.0,1920,1080,GLOSSY,1,INTEL CORE I7,INTEL CORE I7-8550U 1.8 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE MX150,WINDOWS,WINDOWS 10 HOME,16,512,512,3.3,1299.0,1349.0,INTEL,CORE I7,NVIDIA,GEFORCE MX150,10 HOME,8550U,1.8,6134.0,2387.0,QUAD-CORE,1.0,ASUS ZENBOOK FLIP
268,19846,"MICROSOFT SURFACE BOOK 2 15"" (INTEL CORE I7, 16GB RAM, 512 GB)",MICROSOFT,MICROSOFT SURFACE BOOK 2,15.0,3240,2160,GLOSSY,1,INTEL CORE I7,INTEL CORE I7-8650U 1.9 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),1.0,1,NVIDIA GEFORCE GTX 1060,WINDOWS,WINDOWS 10 PRO,16,512,512,4.2,2054.45,2329.99,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1060,10 PRO,8650U,1.9,6620.0,10210.0,QUAD-CORE,1.0,MICROSOFT SURFACE BOOK
269,30291,"ACER CHROMEBOOK 11, CELERON N3350, 11.6"" HD, 4GB LPDDR4, 32GB EMMC, GOOGLE CHROME, C732-C6WU",ACER,ACER CHROMEBOOK C732,11.6,1366,768,MATTE,0,INTEL CELERON,INTEL CELERON N3350 1.1 GHZ (APOLLO LAKE DUAL-CORE),0.0,0,INTEL HD 500,CHROME OS,CHROME OS,4,32,32,2.98,145.99,160.5,INTEL,CELERON,INTEL,HD 500,CHROME OS,N3350,1.1,1123.0,317.0,DUAL-CORE,0.0,ACER CHROMEBOOK
270,24840,"ASUS ZENBOOK 13 ULTRA-SLIM LAPTOP 13.3"" FHD DISPLAY, INTEL 8TH GEN CORE I5-8250U, 8GB RAM, 256GB M.2 SSD, WIN10, BACKLIT KB, FP, ICICLE GOLD, UX331UA-AS51",ASUS,ASUS ZENBOOK UX331UA,13.3,1920,1080,MATTE,0,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN QUAD-CORE KABY LAKE R WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,2.5,790.79,829.0,INTEL,CORE I5,INTEL,UHD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,ASUS ZENBOOK
271,22862,"HUAWEI MATEBOOK X PRO SIGNATURE EDITION THIN & LIGHT LAPTOP, 13.9"" 3K TOUCH, 8TH GEN I5-8250U, 8 GB RAM, 256 GB SSD, 3:2 ASPECT RATIO, OFFICE 365 PERSONAL INCLUDED, MYSTIC SILVER - MACH-W19B",HUAWEI,HUAWEI MATEBOOK X PRO,13.9,3000,2000,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME SIGNATURE EDITION,8,256,256,2.93,1259.99,1259.99,INTEL,CORE I5,INTEL,UHD 620,10 HOME SIGNATURE EDITION,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,HUAWEI MATEBOOK X PRO
272,29206,"OMEN BY HP 2019 15-INCH GAMING LAPTOP, INTEL I7-9750H PROCESSOR, GEFORCE RTX 2070 8 GB, 32 GB RAM, 512 GB SSD, VR READY, WINDOWS 10 HOME (15-DC1047NR, BLACK)",HP,HP OMEN 15-DC1047NR,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2070,WINDOWS,WINDOWS 10 HOME,32,512,512,5.11,1199.99,1599.99,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2070,10 HOME,9750H,2.6,11636.0,16632.0,HEXA-CORE,1.0,HP OMEN
273,24433,"2018 ACER 15.6"" HD WLED CHROMEBOOK 15 WITH 3X FASTER WIFI LAPTOP COMPUTER, INTEL CELERON CORE N3060 UP TO 2.48GHZ, 4GB RAM, 16GB EMMC, 802.11AC WIFI, BLUETOOTH 4.2, USB 3.0, HDMI, CHROME OS",ACER,ACER CHROMEBOOK CB3-532,15.6,1366,768,MATTE,0,INTEL CELERON,INTEL CELERON N3060 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD 400,CHROME OS,CHROME OS,4,16,16,4.3,200.0,200.98,INTEL,CELERON,INTEL,HD 400,CHROME OS,N3060,1.6,759.0,329.0,DUAL-CORE,0.0,ACER CHROMEBOOK
274,22145,"ASUS ROG STRIX THIN AND LIGHT GAMING LAPTOP, 15Â€ FULL HD, INTEL CORE I7-7700HQ PROCESSOR, 16GB DDR4 RAM, 256GB SSD + 1TB HDD, GEFORCE GTX 1050 4GB, RGB, WINDOWS 10 HOME - GL503VD-DB74",ASUS,ASUS ROG STRIX GL503,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-7700HQ 2.8 GHZ (7TH GEN KABY LAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1050,WINDOWS,WINDOWS 10 HOME,16,256,1256,5.6,1499.98,1499.98,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1050,10 HOME,7700HQ,2.8,7069.0,5595.0,QUAD-CORE,1.0,ASUS ROG STRIX
275,18833,"DELL INSPIRON 15.6"" DISPLAY LAPTOP PC INTEL I5-7200U PROCESSOR 256GB SSD DVD-RW HDMI 802.11AC WEBCAM BLUETOOTH WINDOWS 10-GRAY (8GB RAM | 256GB SSD)",DELL,DELL INSPIRON 5000,15.6,1366,768,MATTE,0,INTEL CORE I5,INTEL CORE I5-7200U 2.5 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,8,256,256,5.2,450.0,457.99,INTEL,CORE I5,INTEL,HD 620,10 HOME,7200U,2.5,3522.0,888.0,DUAL-CORE,1.0,DELL INSPIRON
276,16473,DELL LATITUDE E7470 BUSINESS ULTRABOOK 14 INCH FULL HD 1080P INTEL 6TH GEN I5-6300U 8GB DDR4 256GB SSD WINDOWS 10 PRO,DELL,DELL LATITUDE (E7470),14.0,1920,1080,MATTE,0,INTEL CORE I5,INTEL CORE I5-6300U 2.4 GHZ (6TH GEN SKYLAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 520,WINDOWS,WINDOWS 10,8,256,256,3.32,940.0,949.95,INTEL,CORE I5,INTEL,HD 520,10,6300U,2.4,3368.0,864.0,DUAL-CORE,1.0,DELL LATITUDE
277,29634,"RAZER BLADE STEALTH 13 ULTRABOOK GAMING LAPTOP: INTEL CORE I7-1065G7 4 CORE, NVIDIA GEFORCE GTX 1650 MAX-Q, 13.3"" FHD 1080P 60HZ, 16GB RAM, 512GB SSD, CNC ALUMINUM, CHROMA RGB, THUNDERBOLT 3, BLACK",RAZER,RAZER BLADE STEALTH 13,13.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-1065G7 1.3 GHZ (10TH GEN ICE LAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 1650,WINDOWS,WINDOWS 10 HOME,16,512,512,3.13,1499.99,1799.99,INTEL,CORE I7,NVIDIA,GEFORCE GTX 1650,10 HOME,1065G7,1.3,8923.0,7868.0,QUAD-CORE,1.0,RAZER BLADE STEALTH
278,7418,"(DISCONTINUED) HP STREAM 11.6-INCH LAPTOP (INTEL CELERON, 2 GB RAM, 32 GB SSD, VIOLET PURPLE) WITH OFFICE 365 PERSONAL FOR ONE YEAR",HP,HP STREAM 11,11.6,1366,768,MATTE,0,INTEL CELERON,NAN,0.0,0,INTEL HD,WINDOWS,WINDOWS 10,2,32,32,2.6,164.99,169.99,INTEL,CELERON,INTEL,HD,10,,,,10.0,,0.0,HP STREAM
279,22561,"2018 NEWEST LENOVO BUSINESS FLAGSHIP LAPTOP 15.6"" ANTI-GLARE TOUCHSCREEN, INTEL 8TH GEN I7-8550U QUAD-CORE PROCESSOR, 12GB DDR4 RAM, 1TB HDD, DVD-RW, WEBCAM, HDMI, DOLBY AUDIO, 802.11AC, WINDOWS 10",LENOVO,LENOVO IDEAPAD 320,15.6,1366,768,MATTE,1,INTEL CORE I7,INTEL CORE I7-8550U 1.8 GHZ (8TH GEN KABY LAKE R QUAD-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 620,WINDOWS,WINDOWS 10 HOME,12,0,1000,4.84,618.0,630.0,INTEL,CORE I7,INTEL,UHD 620,10 HOME,8550U,1.8,6134.0,888.0,QUAD-CORE,1.0,LENOVO IDEAPAD
280,25589,"2018 DELL INSPIRON 15 5000 FLAGSHIP PREMIUM 15.6"" FULL HD TOUCHSCREEN BACKLIT KEYBOARD LAPTOP, INTEL CORE I5-8250U QUAD-CORE, 12GB DDR4, 1TB HDD, DVD-RW, BLUETOOTH 4.2, WINDOWS 10, BLACK",DELL,DELL INSPIRON 5000,15.6,1920,1080,GLOSSY,1,INTEL CORE I5,INTEL CORE I5-8250U 1.6 GHZ (8TH GEN QUAD-CORE KABY LAKE R WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,12,0,1000,4.8,616.0,629.0,INTEL,CORE I5,INTEL,HD 620,10 HOME,8250U,1.6,6372.0,888.0,QUAD-CORE,1.0,DELL INSPIRON
281,26809,"ACER SWIFT 13.3"" FULL HD INTEL QUAD CORE N4200 2.5GHZ 4GB 64GB EMMC WEBCAM BLUETOOTH FINGERPRINT READER WINDOWS 10 PURE SILVER",ACER,ACER SWIFT 1 SF113-31,13.3,1920,1080,MATTE,0,INTEL PENTIUM,INTEL PENTIUM N4200 1.1 GHZ (APOLLO LAKE QUAD-CORE),0.0,0,INTEL HD 505,WINDOWS,WINDOWS 10 HOME,4,64,64,2.87,265.99,265.99,INTEL,PENTIUM,INTEL,HD 505,10 HOME,N4200,1.1,2257.0,411.0,QUAD-CORE,0.0,ACER SWIFT
282,26096,"RAZER BLADE 15 GAMING LAPTOP: INTEL CORE I7-8750H 6 CORE, NVIDIA GEFORCE RTX 2080 MAX-Q, 15.6"" FHD 144HZ, 16GB RAM, 512GB SSD, CNC ALUMINUM, CHROMA RGB LIGHTING, THUNDERBOLT 3",RAZER,RAZER BLADE 15,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-8750H 2.2 GHZ (8TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,WINDOWS,WINDOWS 10 HOME,16,512,512,4.63,2299.99,2499.99,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2080 MAX-Q,10 HOME,8750H,2.2,10418.0,14482.0,HEXA-CORE,1.0,RAZER BLADE
283,30292,"NEW APPLE MACBOOK AIR (13-INCH, 8GB RAM, 256GB STORAGE) - SPACE GRAY",APPLE,APPLE MACBOOK AIR 2019,13.3,2560,1600,GLOSSY,0,INTEL CORE I5,INTEL CORE I5-8210Y 1.6 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 617,MACOS,MACOS MOJAVE,8,256,256,2.75,1099.0,1232.0,INTEL,CORE I5,INTEL,UHD 617,MOJAVE,8210Y,1.6,3296.0,878.0,DUAL-CORE,1.0,APPLE MACBOOK AIR
284,6685,"ALIENWARE FHD ANW17-6429SLV 17.3-INCH GAMING LAPTOP (INTEL CORE I7 4710HQ, 16 GB RAM, 1 TB HDD, 128 GB SSD, WINDOWS 8) SILVER AND BLACK",ALIENWARE,ALIENWARE 17 ANW17-6429SLV,17.3,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-4710HQ 2.5 GHZ (4TH GEN HASWELL QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE GTX 980M,WINDOWS,WINDOWS 8.1,16,128,1128,8.3,1899.0,2045.0,INTEL,CORE I7,NVIDIA,GEFORCE GTX 980M,8.1,4710HQ,2.5,5439.0,7779.0,QUAD-CORE,1.0,ALIENWARE
285,20958,"DELL - INSPIRON 15.6"" LAPTOP - INTEL CORE I3 - 8GB MEMORY - 1TB HARD DRIVE - BLACK",DELL,DELL INSPIRON,15.6,1366,768,GLOSSY,0,INTEL CORE I3,INTEL CORE I3-7100U 2.4 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,8,0,1000,4.85,362.0,389.0,INTEL,CORE I3,INTEL,HD 620,10 HOME,7100U,2.4,2806.0,888.0,DUAL-CORE,1.0,DELL INSPIRON
286,29626,"NEW APPLE MACBOOK AIR (13-INCH, 8GB RAM, 128GB STORAGE) - GOLD",APPLE,APPLE MACBOOK AIR 2019,13.3,2560,1600,GLOSSY,0,INTEL CORE I5,INTEL CORE I5-8210Y 1.6 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 617,MACOS,MACOS MOJAVE,8,128,128,2.75,899.0,899.99,INTEL,CORE I5,INTEL,UHD 617,MOJAVE,8210Y,1.6,3296.0,878.0,DUAL-CORE,1.0,APPLE MACBOOK AIR
287,11675,"LENOVO THINKPAD P50 20EN0013US 15.6"" LAPTOP - INTEL CORE I7-6700HQ (4CORE 2.60 GHZ), 8GB RAM, 500GB HARD DRIVE, NVIDIA QUADRO M1000M 2GB",LENOVO,LENOVO THINKPAD P50 20EN0013US,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-6700HQ 2.6 GHZ (6TH GEN SKYLAKE QUAD-CORE WITH HYPER-THREADING),0.0,1,NVIDIA QUADRO M1000M,WINDOWS,WINDOWS 7,8,0,500,5.6,1419.99,1419.99,INTEL,CORE I7,NVIDIA,QUADRO M1000M,7,6700HQ,2.6,6661.0,2939.0,QUAD-CORE,1.0,LENOVO THINKPAD
288,30754,GOOGLE PIXELBOOK GO M3 CHROMEBOOK 8GB/64GB JUST BLACK,GOOGLE,GOOGLE PIXELBOOK GO,13.3,1920,1080,GLOSSY,1,INTEL CORE M3,INTEL CORE M3-8100Y 1.1 GHZ (8TH GEN AMBER LAKE Y DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL UHD 615,CHROME OS,CHROME OS,8,64,64,2.3,642.49,649.0,INTEL,CORE M3,INTEL,UHD 615,CHROME OS,8100Y,1.1,2995.0,835.0,DUAL-CORE,1.0,GOOGLE PIXELBOOK GO
289,26775,"HP 2-IN-1 12.3"" TOUCH-SCREEN CHROMEBOOK INTEL CORE M - 4GB MEMORY - 32GB EMMC FLASH MEMORY (X2 12-F014D) WHITE - NEW",HP,HP CHROMEBOOK X2 12-F014DX,12.3,2400,1600,GLOSSY,1,INTEL CORE M3,INTEL CORE M3-7Y30 1.0 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),1.0,0,INTEL HD 615,CHROME OS,CHROME OS,4,32,32,3.06,499.99,541.99,INTEL,CORE M3,INTEL,HD 615,CHROME OS,7Y30,1.0,2756.0,799.0,DUAL-CORE,1.0,HP CHROMEBOOK
290,20505,"2017 HP PAVILION BUSINESS FLAGSHIP LAPTOP PC 15.6"" FULL HD IPS WLED-BACKLIT DISPLAY INTEL I7-7500U PROCESSOR 12GB DDR4 MEMORY 1TB HDD BACKLIT-KEYBOARD BLUETOOTH WEBCAM B&O AUDIO WINDOWS 10-GRAY",HP,HP PAVILION 15-CC563ST,15.6,1920,1080,GLOSSY,0,INTEL CORE I7,INTEL CORE I7-7500U 2.7 GHZ (7TH GEN KABY LAKE DUAL-CORE WITH HYPER-THREADING),0.0,0,INTEL HD 620,WINDOWS,WINDOWS 10 HOME,12,0,1000,4.19,749.99,749.99,INTEL,CORE I7,INTEL,HD 620,10 HOME,7500U,2.7,3500.0,888.0,DUAL-CORE,1.0,HP PAVILION
291,8545,"LENOVO FLEX 3-1130  2 IN 1 TOUCH-SCREEN LAPTOP 11.6"" (INTEL CELERON N3050 1.60 / 2.16GHZ, 4GB MEMORY, 500GB HARD DRIVE, BLACK)",LENOVO,LENOVO FLEX 3,11.6,1366,768,GLOSSY,1,INTEL CELERON,INTEL CELERON N3050 1.6 GHZ (BRASWELL DUAL-CORE),0.0,0,INTEL HD,WINDOWS,WINDOWS 10,4,0,500,3.0,360.0,360.0,INTEL,CELERON,INTEL,HD,10,N3050,1.6,672.0,10.0,DUAL-CORE,0.0,LENOVO FLEX
292,8536,"LENOVO THINKPAD YOGA 2-IN-1 CONVERTIBLE 11.6-INCH IPS TOUCHSCREEN LAPTOP(TABLET), INTEL QUAD CORE PROCESSOR, 4GB DDR3L, 128GB SSD, HDMI, BLUETOOTH, WEBCAM, AC WIFI, WINDOWS 10 PROFESSIONAL",LENOVO,LENOVO THINKPAD YOGA 20D90027US,11.6,1366,768,GLOSSY,1,INTEL CELERON,INTEL CELERON N2940 1.83 GHZ (BAY TRAIL QUAD-CORE),0.0,0,INTEL HD,WINDOWS,WINDOWS 10,4,128,128,3.1,445.0,445.0,INTEL,CELERON,INTEL,HD,10,N2940,1.83,970.0,10.0,QUAD-CORE,0.0,LENOVO THINKPAD YOGA
293,23417,LENOVO FLEX 11 CHROMEBOOK 11.6-INCH HD IPS TOUCH PANEL (1366X768) MTK 8173C 4GB 32GB CHROME - ZA270025US,LENOVO,LENOVO FLEX 11 CHROMEBOOK,11.6,1366,768,MATTE,1,MEDIATEK,MEDIATEK MT8173C 2.1 GHZ (QUAD-CORE),0.0,0,POWERVR GX6250,CHROME OS,CHROME OS,4,32,32,3.0,368.0,368.0,MEDIATEK,,POWERVR,GX6250,CHROME OS,MT8173C,2.1,,,QUAD-CORE,0.0,LENOVO FLEX
294,29628,"SAGER NP7856 15.6 INCHES THIN BEZEL FHD IPS 144HZ GAMING LAPTOP, INTEL CORE I7-9750H, RTX 2060 6GB DDR6, 16GB RAM, 500GB NVME SSD + 1TB HDD, WINDOWS 10 HOME",OTHER,SAGER NP7856,15.6,1920,1080,MATTE,0,INTEL CORE I7,INTEL CORE I7-9750H 2.6 GHZ (9TH GEN COFFEE LAKE HEXA-CORE WITH HYPER-THREADING),0.0,1,NVIDIA GEFORCE RTX 2060,WINDOWS,WINDOWS 10 HOME,16,500,1500,5.0,1349.0,1349.0,INTEL,CORE I7,NVIDIA,GEFORCE RTX 2060,10 HOME,9750H,2.6,11636.0,15156.0,HEXA-CORE,1.0,SAGER
