,base_name,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_core,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,id,max_price,min_price,os_details,pc_name,pixels_x,ram,screen_size,screen_surface,ssd,storage,threading,touchscreen,weight
181,SAGER NP7856,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,15156.0,NVIDIA,GEFORCE RTX 2060,29842,1299.0,1299.0,WINDOWS 10 HOME,SAGER,1920.0,16,15.6,MATTE,500,500,1.0,0,5.0
182,DELL INSPIRON,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,11516,579.5,579.5,WINDOWS 10,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,1.0,1,4.85
183,DELL XPS 9570,DELL,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,26367,1799.0,1649.53,WINDOWS 10 HOME,DELL XPS,3840.0,16,15.6,GLOSSY,512,512,1.0,1,4.0
184,RCA CAMBIO W101 V2,RCA,1.33,522.0,INTEL,QUAD-CORE,ATOM,1.0,0,INTEL HD,10.0,INTEL,HD,22374,133.95,133.95,WINDOWS 10 HOME,RCA CAMBIO,1280.0,2,10.1,GLOSSY,32,32,0.0,1,4.197924901185769
185,MSI GS65 STEALTH THIN,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,26130,1449.99,1399.99,WINDOWS 10 HOME,MSI,1920.0,16,15.6,MATTE,256,256,1.0,0,4.14
186,HP 15-R011DX,HP,2.0455467196819135,4957.364729458918,INTEL,,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,4071,330.0,330.0,WINDOWS 8.1,HP,1366.0,4,15.6,GLOSSY,0,750,0.0,0,6.5
187,LENOVO IDEAPAD 100S,LENOVO,1.33,522.0,INTEL,QUAD-CORE,ATOM,0.0,0,INTEL HD,10.0,INTEL,HD,8061,468.88,468.88,WINDOWS 10,LENOVO IDEAPAD,1366.0,2,11.6,GLOSSY,32,32,0.0,0,2.2
188,DELL INSPIRON 13 I7348-4286SLV,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,6634,1099.0,1099.0,WINDOWS 8.1,DELL INSPIRON,1920.0,8,13.3,GLOSSY,0,500,1.0,1,3.7
189,MSI GV62 8RD,MSI,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050 TI,6657.0,NVIDIA,GEFORCE GTX 1050 TI,28218,1199.99,1078.95,WINDOWS 10 HOME,MSI,1920.0,16,15.6,MATTE,128,1128,1.0,0,4.85
190,ALIENWARE 17 (AW17R4-7345SLV-PUS),ALIENWARE,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,13557.0,NVIDIA,GEFORCE GTX 1070,16467,1599.0,1445.0,WINDOWS 10,ALIENWARE,1920.0,16,17.3,MATTE,0,1000,1.0,0,9.7
191,LENOVO THINKPAD T420,LENOVO,2.5,2275.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 3000,258.0,INTEL,HD 3000,7493,209.69,189.0,WINDOWS 7,LENOVO THINKPAD,1366.0,8,14.0,MATTE,0,320,1.0,0,4.9
192,TOSHIBA SATELLITE RADIUS 11,TOSHIBA,1.6,1243.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,10690,527.0,527.0,WINDOWS 10,TOSHIBA SATELLITE RADIUS,1366.0,4,11.6,GLOSSY,0,500,0.0,1,2.9
193,ASUS VIVOBOOK F512FA,ASUS,2.1,4248.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28334,391.49,363.53,WINDOWS 10 S,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,128,128,1.0,0,3.5
194,HP MT44 MOBILE THIN CLIENT,HP,2.0,5745.0,AMD,QUAD-CORE,RYZEN 3,0.0,0,AMD RADEON VEGA 6,1553.0,AMD,RADEON VEGA 6,23243,549.0,549.0,WINDOWS 10 IOT,HP,1920.0,8,14.0,MATTE,128,128,0.0,0,3.37
195,HP PAVILION X2,HP,1.44,985.0,INTEL,QUAD-CORE,ATOM,1.0,0,INTEL HD 400,329.0,INTEL,HD 400,15929,399.99,389.98,WINDOWS 10,HP PAVILION,1280.0,2,10.1,GLOSSY,32,32,0.0,1,2.4
196,ASUS TRANSFORMER BOOK FLIP TP200SA-UHBF,ASUS,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,10369,219.72,219.72,WINDOWS 10,ASUS TRANSFORMER BOOK FLIP,1366.0,2,11.6,GLOSSY,32,32,0.0,1,2.6
197,DELL INSPIRON 5000,DELL,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28337,730.0,730.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,GLOSSY,128,1128,1.0,0,4.8
198,ALIENWARE AW15R3-10881SLV,ALIENWARE,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX1070,3113.842629482071,NVIDIA,GEFORCE GTX1070,11294,1677.6,1667.81,WINDOWS 10,ALIENWARE,1920.0,16,15.6,MATTE,256,1256,1.0,0,8.0
199,LENOVO YOGA 730,LENOVO,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24434,769.99,759.99,WINDOWS 10 HOME,LENOVO YOGA,1920.0,8,15.6,GLOSSY,256,256,1.0,1,4.17
200,LENOVO YOGA 720,LENOVO,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,18655,684.0,658.9,WINDOWS 10,LENOVO YOGA,1920.0,8,13.3,GLOSSY,256,256,1.0,1,2.87
201,ACER NITRO 5 AN515-42,ACER,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,1,AMD RADEON RX 560X,3520.0,AMD,RADEON RX 560X,27889,529.99,529.0,WINDOWS 10 HOME,ACER NITRO,1920.0,8,15.6,MATTE,0,1000,1.0,0,5.95
202,LENOVO YOGA 710,LENOVO,1.5,1505.0,INTEL,DUAL-CORE,PENTIUM,0.0,0,INTEL HD 515,688.0,INTEL,HD 515,19609,599.0,575.0,WINDOWS 10 HOME,LENOVO YOGA,1920.0,4,11.6,GLOSSY,128,128,1.0,1,2.36
203,ASUS TUF GAMING FX504,ASUS,2.3,7584.0,INTEL,QUAD-CORE,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,26593,640.0,624.0,WINDOWS 10 HOME,ASUS TUF GAMING,1920.0,8,15.6,MATTE,256,256,1.0,0,5.07
204,ASUS ZENBOOK 3 DELUXE UX490UA,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,20737,1098.98,999.99,WINDOWS 10 PRO,ASUS ZENBOOK,1920.0,16,14.0,GLOSSY,512,512,1.0,0,2.4
205,HP 15-BA015WM,HP,1.8,1978.0,AMD,QUAD-CORE,E2,0.0,0,AMD RADEON R2,302.0,AMD,RADEON R2,19838,329.99,329.99,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,0,4.4
206,ACER SPIN 5 SP515-51GN,ACER,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,24847,899.0,789.0,WINDOWS 10 HOME,ACER SPIN,1920.0,8,15.6,GLOSSY,0,1000,1.0,1,4.85
207,HP 15-DY1771MS,HP,1.3,8923.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL IRIS PLUS,1888.0,INTEL,IRIS PLUS,31190,789.0,789.0,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,512,512,1.0,1,3.74
208,ACER CHROMEBOOK R C738T,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,28215,214.9,199.99,CHROME OS,ACER CHROMEBOOK R,1366.0,4,11.6,GLOSSY,32,32,0.0,1,2.76
209,APPLE MACBOOK PRO 2018,APPLE,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,AMD RADEON PRO 555X,3140.0,AMD,RADEON PRO 555X,26588,2048.0,1749.0,MACOS MOJAVE,APPLE MACBOOK PRO,2880.0,16,15.4,GLOSSY,256,256,1.0,0,4.02
210,APPLE MACBOOK PRO 2019,APPLE,2.4,8264.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL IRIS PLUS 655,1790.0,INTEL,IRIS PLUS 655,27882,1692.5,1499.0,MACOS MOJAVE,APPLE MACBOOK PRO,2560.0,8,13.3,GLOSSY,256,256,1.0,0,3.02
211,RAZER BLADE PRO,RAZER,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,22134,1799.99,1749.0,WINDOWS 10 HOME,RAZER BLADE PRO,1920.0,16,17.3,MATTE,256,2256,1.0,0,6.78
212,LENOVO IDEAPAD 130,LENOVO,2.6,1274.0,AMD,DUAL-CORE,A6,0.0,0,AMD RADEON R4,346.0,AMD,RADEON R4,25588,260.0,251.18,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,4,15.6,MATTE,0,500,0.0,0,4.63
213,HP SPECTRE X360 (13-4116DX),HP,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,17478,1499.77,1499.77,WINDOWS 10,HP SPECTRE,2560.0,16,13.3,GLOSSY,512,512,1.0,1,3.17
214,APPLE MACBOOK PRO 2018,APPLE,2.3,8543.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL IRIS PLUS 655,1790.0,INTEL,IRIS PLUS 655,25929,1875.95,1869.95,MACOS MOJAVE,APPLE MACBOOK PRO,2560.0,8,13.3,GLOSSY,512,512,1.0,0,3.02
215,ASUS VIVOBOOK K570ZD,ASUS,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,27731,771.45,761.35,WINDOWS 10 HOME,ASUS VIVOBOOK,1920.0,8,15.6,MATTE,256,256,1.0,0,4.32
216,HP,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,28335,698.0,681.0,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,512,2512,1.0,1,4.51
217,LENOVO IDEAPAD 720S,LENOVO,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,23224,699.99,699.99,WINDOWS 10 HOME,LENOVO IDEAPAD,1920.0,8,13.3,MATTE,256,256,1.0,0,2.4
218,DELL XPS 13 9360,DELL,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,19153,999.66,999.66,WINDOWS 10 HOME,DELL XPS,3200.0,16,13.3,GLOSSY,512,512,1.0,1,2.89
219,DELL INSPIRON,DELL,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,21221,649.0,649.0,WINDOWS 10 HOME,DELL INSPIRON,1920.0,8,15.6,GLOSSY,0,1000,1.0,1,4.197924901185769
220,APPLE MACBOOK PRO 2017,APPLE,2.3,4675.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL IRIS PLUS 640,1377.0,INTEL,IRIS PLUS 640,28973,1402.49,1299.0,MACOS HIGH SIERRA,APPLE MACBOOK PRO,2560.0,8,13.3,GLOSSY,256,256,1.0,0,3.02
221,HP 17,HP,2.7,3500.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,17751,673.98,673.98,WINDOWS 10,HP,1600.0,8,17.3,GLOSSY,0,1000,1.0,0,5.84
222,HP PROBOOK 11 EE G2,HP,2.1,2184.0,INTEL,DUAL-CORE,PENTIUM,0.0,0,INTEL HD 510,582.0,INTEL,HD 510,24432,337.14,328.0,WINDOWS 10 PRO,HP PROBOOK,1366.0,8,11.6,MATTE,128,128,0.0,1,3.76
223,ALIENWARE M15,ALIENWARE,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070 MAX-Q,10472.0,NVIDIA,GEFORCE GTX 1070 MAX-Q,26365,1774.4,1598.36,WINDOWS 10 HOME,ALIENWARE,1920.0,16,15.6,MATTE,128,1128,1.0,0,4.78
224,ACER ASPIRE E,ACER,2.2,3676.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,28338,449.99,434.29,WINDOWS 10 HOME,ACER ASPIRE E,1920.0,6,15.6,Unknown,0,1000,1.0,0,5.27
225,MICROSOFT SURFACE LAPTOP,MICROSOFT,1.0,2756.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL HD 615,799.0,INTEL,HD 615,22982,640.0,550.0,WINDOWS 10 S,MICROSOFT SURFACE LAPTOP,2256.0,4,13.5,GLOSSY,128,128,1.0,1,2.76
226,DELL INSPIRON I7559-7512GRY,DELL,2.6,6661.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,NVIDIA,GEFORCE GTX 960M,8789,1999.11,1099.0,WINDOWS 10,DELL INSPIRON,3840.0,16,15.6,GLOSSY,128,1128,1.0,1,4.6
227,SAMSUNG CHROMEBOOK 3 XE500C13-K02US,SAMSUNG,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,8682,145.97,138.0,CHROME OS,SAMSUNG CHROMEBOOK,1366.0,4,11.6,MATTE,16,16,0.0,0,2.54
228,ASUS ZENBOOK UX431FA,ASUS,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,27242,890.67,799.99,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,8,14.0,GLOSSY,512,512,1.0,0,3.19
229,MICROSOFT SURFACE LAPTOP,MICROSOFT,2.5,4565.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL IRIS PLUS 640,1377.0,INTEL,IRIS PLUS 640,26806,773.0,770.0,WINDOWS 10 S,MICROSOFT SURFACE LAPTOP,2256.0,8,13.5,GLOSSY,256,256,1.0,1,2.83
230,DELL INSPIRON 15 I5548-1670SLV,DELL,2.2,2546.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 5500,568.0,INTEL,HD 5500,6625,639.0,639.0,WINDOWS 8.1,DELL INSPIRON,1366.0,8,15.6,GLOSSY,0,1000,1.0,1,5.3
231,ASUS ROG ZEPHYRUS GX501,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1080,14716.0,NVIDIA,GEFORCE GTX 1080,22136,1489.0,1479.0,WINDOWS 10 PRO,ASUS ROG ZEPHYRUS,1920.0,16,15.6,MATTE,512,512,1.0,0,5.0
232,ASUS VIVOBOOK E203MA,ASUS,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,25584,266.0,237.9,WINDOWS 10,ASUS VIVOBOOK,1366.0,2,11.6,GLOSSY,32,32,0.0,0,2.18
233,ASUS ZENBOOK UX301LA1,ASUS,2.8,2928.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL IRIS 5100,963.0,INTEL,IRIS 5100,3916,999.99,999.99,WINDOWS 8.1,ASUS ZENBOOK,2560.0,8,13.3,GLOSSY,0,256,1.0,1,2.6
234,MICROSOFT SURFACE LAPTOP 3,MICROSOFT,1.3,8923.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL IRIS PLUS,1888.0,INTEL,IRIS PLUS,29845,2099.0,2059.0,WINDOWS 10 HOME,MICROSOFT SURFACE LAPTOP,2256.0,16,13.5,GLOSSY,1000,1000,1.0,1,2.84
235,DELL INSPIRON,DELL,2.4,2806.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,20099,390.0,390.0,WINDOWS 10 HOME,DELL INSPIRON,1366.0,8,15.6,GLOSSY,128,128,1.0,0,4.63
236,DELL XPS 9380,DELL,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26777,1699.0,1649.0,WINDOWS 10 PRO,DELL XPS,3840.0,16,13.3,GLOSSY,512,512,1.0,1,2.81
237,HP 15-BS095MS,HP,2.5,3522.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 620,888.0,INTEL,HD 620,25745,545.18,529.88,WINDOWS 10 HOME,HP,1366.0,8,15.6,GLOSSY,0,2000,1.0,1,4.52
238,PROSTAR NH58RAQ,OTHER,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,7868.0,NVIDIA,GEFORCE GTX 1650,30760,1239.0,1229.0,WINDOWS 10 HOME,PROSTAR,1920.0,16,15.6,MATTE,1000,1000,1.0,0,4.85
239,APPLE MACBOOK AIR 2015,APPLE,1.6,2142.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 6000,829.0,INTEL,HD 6000,25440,519.99,449.98,OS X YOSEMITE,APPLE MACBOOK AIR,1440.0,4,13.3,GLOSSY,128,128,1.0,0,2.96
240,ASUS VIVOBOOK FLIP (TP501UAM-YS32T),ASUS,2.3,2825.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,17469,799.11,799.11,WINDOWS 10,ASUS VIVOBOOK FLIP,1366.0,4,15.6,GLOSSY,128,128,1.0,1,4.85
241,DELL INSPIRON 11 I3162,DELL,1.6,672.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD,10.0,INTEL,HD,10943,248.88,248.88,WINDOWS 10,DELL INSPIRON,1366.0,2,11.6,MATTE,32,32,0.0,0,2.6
242,DELL INSPIRON I3541-2001BLK,DELL,1.8,1888.0,AMD,QUAD-CORE,A6,0.0,1,AMD RADEON R4,346.0,AMD,RADEON R4,3950,317.88,317.88,WINDOWS 8.1,DELL INSPIRON,1366.0,4,15.6,GLOSSY,0,500,0.0,0,6.0
243,SAMSUNG CHROMEBOOK PRO (XE510C24-K01US),SAMSUNG,0.9,1862.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL HD 515,688.0,INTEL,HD 515,17017,699.99,649.0,CHROME OS,SAMSUNG CHROMEBOOK PRO,2400.0,4,12.3,GLOSSY,32,32,1.0,1,2.38
244,ASUS VIVOBOOK FLIP J401MA,ASUS,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,28336,320.55,305.0,WINDOWS 10 S,ASUS VIVOBOOK FLIP,1920.0,4,14.0,GLOSSY,64,64,0.0,1,3.3
245,DELL INSPIRON I5558-2147BLK,DELL,2.1,1936.0,INTEL,DUAL-CORE,CORE I3,0.0,0,INTEL HD,10.0,INTEL,HD,7497,399.0,399.0,WINDOWS 10,DELL INSPIRON,1366.0,6,15.6,GLOSSY,0,1000,1.0,0,5.3
246,ACER ASPIRE 5 A515-43,ACER,2.6,4065.0,AMD,DUAL-CORE,RYZEN 3,0.0,0,AMD RADEON VEGA 3,904.0,AMD,RADEON VEGA 3,28041,313.51,313.38,WINDOWS 10 HOME,ACER ASPIRE,1920.0,4,15.6,MATTE,128,128,1.0,0,4.19
247,DELL INSPIRON I7359,DELL,2.5,3369.0,INTEL,DUAL-CORE,CORE I7,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,10954,884.99,884.99,WINDOWS 10,DELL INSPIRON,1920.0,8,13.3,GLOSSY,256,256,1.0,1,3.66
248,DELL INSPIRON I5577-7359,DELL,2.8,7069.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,5595.0,NVIDIA,GEFORCE GTX 1050,15630,1129.0,999.0,WINDOWS 10,DELL INSPIRON,1920.0,8,15.6,MATTE,128,1128,1.0,0,5.66
249,ACER CHROMEBOOK 11 CB3-132,ACER,1.6,759.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 400,329.0,INTEL,HD 400,22863,187.0,186.94,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,MATTE,16,16,0.0,0,2.43
250,ACER ASPIRE 1 A114,ACER,1.1,1278.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL UHD 600,345.0,INTEL,UHD 600,24016,275.99,246.81,WINDOWS 10 S,ACER ASPIRE,1920.0,4,14.0,MATTE,64,64,0.0,0,3.64
251,LENOVO FLEX 4 (80SA0004US),LENOVO,2.3,2989.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 520,864.0,INTEL,HD 520,15920,600.0,600.0,WINDOWS 10,LENOVO FLEX,1920.0,8,14.0,GLOSSY,256,256,1.0,1,3.85
252,HP 15-F271WM,HP,2.16,1179.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,23617,350.0,329.0,WINDOWS 10 HOME,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,0,5.05
253,LENOVO THINKPAD E590,LENOVO,1.6,6068.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,31000,766.0,766.0,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,8,15.6,MATTE,256,256,1.0,0,4.68
254,MSI GL73 9SDK,MSI,2.6,11636.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,12791.0,NVIDIA,GEFORCE GTX 1660 TI,30994,1396.99,1299.7,WINDOWS 10 HOME,MSI,1920.0,16,17.3,MATTE,512,512,1.0,0,5.95
255,LENOVO THINKPAD T580,LENOVO,1.9,6620.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,26801,1529.98,1217.32,WINDOWS 10 PRO,LENOVO THINKPAD,1920.0,16,15.6,MATTE,512,512,1.0,1,4.29
256,HP ENVY X360 15-CP0053CL,HP,2.0,6317.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,28483,678.0,659.99,WINDOWS 10 HOME,HP ENVY,1920.0,8,15.6,GLOSSY,256,256,1.0,1,4.49
257,ASUS ZENBOOK UX534FT,ASUS,1.8,6777.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650 MAX-Q,6318.0,NVIDIA,GEFORCE GTX 1650 MAX-Q,28806,1399.99,1399.99,WINDOWS 10 PRO,ASUS ZENBOOK,1920.0,16,15.6,GLOSSY,1000,1000,1.0,0,3.68
258,ASUS ZENBOOK UX331UA,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24844,849.0,849.0,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,8,13.3,MATTE,256,256,1.0,0,2.5
259,LENOVO FLEX 14,LENOVO,2.1,7248.0,AMD,QUAD-CORE,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1509.0,AMD,RADEON VEGA 8,28640,537.95,528.48,WINDOWS 10 HOME,LENOVO FLEX,1920.0,12,14.0,GLOSSY,256,256,1.0,1,3.64
260,LENOVO THINKPAD T430,LENOVO,2.6,861.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL HD 4000,329.0,INTEL,HD 4000,17022,224.95,196.0,WINDOWS 10,LENOVO THINKPAD,1366.0,8,14.0,MATTE,0,320,1.0,0,3.94
261,APPLE MACBOOK AIR 2019,APPLE,1.6,3296.0,INTEL,DUAL-CORE,CORE I5,0.0,0,INTEL UHD 617,878.0,INTEL,UHD 617,28639,999.99,899.99,MACOS MOJAVE,APPLE MACBOOK AIR,2560.0,8,13.3,GLOSSY,128,128,1.0,0,2.75
262,ASUS ZENBOOK UX305CA-EHM1,ASUS,0.9,1862.0,INTEL,DUAL-CORE,CORE M3,0.0,0,INTEL HD,10.0,INTEL,HD,8282,999.11,899.99,WINDOWS 10,ASUS ZENBOOK,1920.0,8,13.3,MATTE,256,256,1.0,0,2.65
263,ASUS CHROMEBOOK FLIP C101PA,ASUS,1.6,4957.364729458918,ROCKCHIP,,ROCKCHIP,0.0,0,MALI-T860 MP4,3113.842629482071,MALI-T860,MP4,19313,241.0,230.0,CHROME OS,ASUS CHROMEBOOK FLIP,1280.0,4,10.1,GLOSSY,16,16,0.0,1,2.0
264,ASUS ROG ZEPHYRUS S GX531GW,ASUS,2.2,10418.0,INTEL,HEXA-CORE,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,11018.0,NVIDIA,GEFORCE RTX 2070 MAX-Q,26586,1926.26,1699.99,WINDOWS 10 HOME,ASUS ROG ZEPHYRUS S,1920.0,16,15.6,MATTE,512,512,1.0,0,4.63
265,LENOVO IDEAPAD,LENOVO,3.1,1687.0,AMD,DUAL-CORE,A9,0.0,0,AMD RADEON R5,148.0,AMD,RADEON R5,28043,335.0,334.38,WINDOWS 10 HOME,LENOVO IDEAPAD,1366.0,8,15.6,MATTE,0,1000,0.0,0,4.85
266,HP 15-F222WM,HP,2.16,1179.0,INTEL,QUAD-CORE,PENTIUM,0.0,0,INTEL HD,10.0,INTEL,HD,11940,420.0,399.99,WINDOWS 10,HP,1366.0,4,15.6,GLOSSY,0,500,0.0,1,4.7
267,ASUS ZENBOOK FLIP UX461UN,ASUS,1.8,6134.0,INTEL,QUAD-CORE,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,NVIDIA,GEFORCE MX150,24017,1349.0,1299.0,WINDOWS 10 HOME,ASUS ZENBOOK FLIP,1920.0,16,14.0,GLOSSY,512,512,1.0,1,3.3
268,MICROSOFT SURFACE BOOK 2,MICROSOFT,1.9,6620.0,INTEL,QUAD-CORE,CORE I7,1.0,1,NVIDIA GEFORCE GTX 1060,10210.0,NVIDIA,GEFORCE GTX 1060,19846,2329.99,2054.45,WINDOWS 10 PRO,MICROSOFT SURFACE BOOK,3240.0,16,15.0,GLOSSY,512,512,1.0,1,4.2
269,ACER CHROMEBOOK C732,ACER,1.1,1123.0,INTEL,DUAL-CORE,CELERON,0.0,0,INTEL HD 500,317.0,INTEL,HD 500,30291,160.5,145.99,CHROME OS,ACER CHROMEBOOK,1366.0,4,11.6,MATTE,32,32,0.0,0,2.98
270,ASUS ZENBOOK UX331UA,ASUS,1.6,6372.0,INTEL,QUAD-CORE,CORE I5,0.0,0,INTEL UHD 620,888.0,INTEL,UHD 620,24840,829.0,790.79,WINDOWS 10 HOME,ASUS ZENBOOK,1920.0,8,13.3,MATTE,256,256,1.0,0,2.5
