,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,act_min_price,act_max_price,index,pred_min_price,pred_max_price
106,22861,"ASUS ROG STRIX GL703VD 17.3â€ Gaming Laptop, GTX 1050 4GB, Intel Core i7 2.8 GHz, 16GB DDR4, 1TB FireCuda SSHD, RGB Keys",Asus,Asus ROG Strix GL703,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,0,1000,6.7,1999.11,1999.11,122,1315.3935866666625,1333.3146366666622
107,17744,"Razer Blade Stealth 13.3"" QHD+ Touchscreen Ultrabook Laptop - 7th Generation Intel Core i7-7550U - 16GB RAM - 512GB SSD - Windows 10 - CNC Aluminum - Black",Razer,Razer Blade Stealth,13.3,3200.0,1800.0,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,16,512,512,2.93,1679.99,1679.99,68,1477.423226666663,1491.7178033333303
108,30517,"MSI GS65 Stealth-1402 15.6"" 144Hz 7ms Ultra Thin and Light Gaming Laptop Intel Core i7-8750H RTX2060 16GB DDR4 512GB Nvme SSD TB3 Win10Home VR Ready",MSI,MSI GS65 Stealth,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,512,512,4.19,1399.0,1449.0,96,1628.7840933333362,1675.9952433333565
109,15327,"ASUS L402SA Portable Lightweight Laptop PC, Intel Dual Core Processor, 4GB RAM, 32GB Flash Storage with Windows 10 with 1 Year Microsoft Office 365 Subscription",Asus,Asus L402SA,14.0,1366.0,768.0,Glossy,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10,4,32,32,3.6,199.99,199.99,136,257.67213333333314,260.26731333333373
110,13770,"Lenovo Thinkpad Yoga 11E (3rd Generation) 11.6"" Touchscreen Convertible Ultrabook, Intel N3150 Quad-Core, 128GB Solid State Drive, 4GB DDR3, 802.11ac, Bluetooth, Win10H",Lenovo,Lenovo ThinkPad Yoga 11E (3rd Gen),11.6,1366.0,768.0,Glossy,1,Intel Celeron,Intel Celeron N3150 1.6 GHz (Braswell Quad-Core),0.0,0,Intel HD,Windows,Windows 10,4,128,128,3.5,366.1,389.0,102,388.4862099999994,391.5621499999998
111,30752,"Sager NP7876 17.3 Inches Thin Bezel FHD 144Hz Gaming Laptop, Intel Core i7-9750H, NVIDIA RTX 2060 6GB DDR6, 32GB RAM, 500GB NVMe SSD + 2TB FireCuda SSHD, Windows 10 Home",Other,Sager NP7876,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,32,500,2500,5.9,1499.0,1599.0,76,1440.2727699999996,1509.1512433333337
112,26099,"Acer Chromebook Spin 13 CP713-1WN-53NF 2-in-1 Convertible, 8th Gen Intel Core i5-8250U, 13.5"" 2K Resolution Touchscreen, 8GB LPDDR3, 128GB eMMC, Backlit Keyboard, Aluminum Chassis",Acer,Acer Chromebook Spin CP713-1WN,13.5,2256.0,1504.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Chrome OS,Chrome OS,8,128,128,3.31,639.94,639.98,178,789.1822066666651,842.0415633333299
113,8542,"2016 HP 15.6 Inch Premium Laptop PC, AMD Quad-Core APU 2.0GHz Processor, 4GB DDR3 RAM, 500GB HDD, Radeon R4 Graphics, SuperMulti DVD Burner, HDMI, Windows 10",HP,HP Pavilion 15,15.6,1366.0,768.0,Glossy,0,AMD A6,AMD A6-5200 2.0GHz (Jaguar Quad-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,4,0,500,4.73,369.87,399.11,22,390.5901533333312,397.930146666667
114,26592,"ASUS ROG Zephyrus S GX701 Gaming Laptop, 17.3â€ 144Hz Pantone Validated Full HD IPS, GeForce RTX 2080, Intel Core i7-8750H CPU, 16GB DDR4, 1TB PCIe NVME SSD Hyper Drive, Windows 10 Pro-GX701GX-XS76",Asus,Asus ROG Zephyrus S GX701GX,17.3,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080 Max-Q,Windows,Windows 10 Pro,16,1000,1000,5.95,2499.0,2499.0,31,2197.947633333362,2341.013690000052
115,14057,"Razer Blade 14"" Thin & Light Gaming Laptop - Full HD - Intel Core i7-7700HQ - NVIDIA GeForce GTX 1060 - 16GB RAM - 512GB SSD - Windows 10 - VR Ready - CNC Aluminum",Razer,Razer Blade,14.0,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10,16,512,512,4.1,1899.99,1899.99,211,1762.5110866666798,1835.8851433333552
116,25928,"MSI GS65 Stealth-002 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2070 8G Max-Q, 144Hz 7ms, Intel i7-8750H (6 cores), 32GB, 512GB NVMe SSD, TB3, Per Key RGB, Win 10, Matte Black w/ Gold Diamond cut",MSI,MSI GS65 Stealth,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070 Max-Q,Windows,Windows 10 Home,32,512,512,4.19,1989.99,2089.0,11,1693.1431200000163,1780.4256066666708
117,20287,"Microsoft Surface Book (256 GB, 8 GB RAM, Intel Core i5, NVIDIA GeForce Graphics) (Renewed)",Microsoft,Microsoft Surface Book,13.5,3000.0,2000.0,Glossy,1,Intel Core i5,Intel Core i5-6300U 2.4 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940M,Windows,Windows 10 Pro,8,256,256,3.34,564.98,598.81,173,932.748503333332,989.6210733333324
118,25442,"Dell 14in High Performance Latitude 3350 Notebook, Intel Dual-Core Celeron 3215U Processor, 4GB RAM, 250GB HDD, Intel HD Graphics, WiFi, Bluetooth, Win10 Home(Renewed)",Dell,Dell Latitude 3350,13.3,1366.0,768.0,Matte,0,Intel Celeron,Intel Celeron 3215U 1.7 GHz (5th gen Broadwell Dual-Core),0.0,0,Intel HD,Windows,Windows 10 Home,4,0,250,4.41,239.99,239.99,149,267.7776866666644,278.35708333333247
119,13245,"Dell XPS9360-4841SLV 13.3"" Laptop (7th Generation Intel Core i7, 8GB RAM, 256 GB SSD, Silver)",Dell,Dell XPS9360-4841SLV,13.3,3200.0,1800.0,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,8,256,256,2.7,899.0,1039.0,181,1033.8412466666598,1067.520573333322
120,26805,"Newest HP 15 15.6"" HD Touchscreen Premium Laptop - Intel Core i5-7200U, 8GB DDR4, 2TB HDD, HDMI, Webcam, Wi-Fi AC + Bluetooth 4.2, Gigabit Ethernet RJ-45, Windows 10 - Gold",HP,HP 15t,15.6,1366.0,768.0,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,2000,4.85,699.0,699.0,187,531.5640566666715,546.8726100000015
121,23604,"Dell G5587-7866BLK-PUS G5 15 5587 Gaming Laptop 15.6"" LED Display, 8th Gen Intel i7 Processor, 16GB Memory, 128GB SSD+1TB HDD, NVIDIA GeForce GTX 1050Ti, Licorice Black",Dell,Dell G5 5587,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,128,1128,6.28,989.9,999.95,87,1206.2156866666617,1238.9931199999974
122,29629,HP Omen Gaming Laptop Intel Core i7 8750H 1TB HD+256GB SSD NVIDIA GTX 1060 6GB,HP,HP OMEN 15-dc0051nr,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,1256,5.55,1040.29,1068.12,66,1964.301926666668,1983.8235133333342
123,20088,"Acer Aspire E 15 Laptop, 15.6"" Full HD, 8th Gen Intel Core i5-8250U, GeForce MX150, 8GB RAM Memory, 256GB SSD, E5-576G-5762",Acer,Acer Aspire E5-576G-5762,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,8,256,256,5.27,899.0,899.0,111,648.5376433333273,668.3357966666624
124,26961,"Microsoft Surface Book 2 15"" (Intel Core i7, 16GB RAM, 256 GB)",Microsoft,Microsoft Surface Book 2,15.0,3240.0,2160.0,Glossy,1,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),1.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Pro,16,256,256,4.2,1785.0,1855.0,203,1740.6814800000095,1925.5045766666963
125,19151,"2017 Dell Business Flagship 15.6"" FHD Touchscreen Laptop PC Intel i7-7500U Processor 16GB DDR4 RAM 1TB HDD AMD Radeon R7 Graphics Backlit-Keyboard DVD-RW HDMI 802.11AC Webcam Windows 10-Gray",Dell,Dell Inspiron 15 5000,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,1,AMD Radeon R7,Windows,Windows 10 Pro,16,0,1000,4.85,749.0,749.0,62,1036.315739999999,1090.4108299999982
126,20497,"Dell Inspiron 15 7000 Series Gaming Edition 7567 15.6-Inch Full HD Screen Laptop - Intel Core i5-7300HQ, 1 TB Hybrid HDD, 8GB DDR4 Memory, NVIDIA GTX 1050 4GB Graphics, Windows 10",Dell,Dell Inspiron 7567,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-7300HQ 2.5 GHz (7th gen Kaby Lake Quad-Core),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,0,1000,5.78,674.89,729.0,53,684.7456566666654,710.4242566666653
127,26771,"HP Pavilion 15 15.6"" IPS Touchscreen Full HD (1920x1080) Business Laptop - 8th Gen Intel Quad-Core i5-8250U, 8GB DDR4, 1TB HDD, USB Type-C, FHD IR Webcam, WiFi AC, HDMI, Ethernet RJ-45, Windows 10",HP,HP Pavilion 15-cc610ms,15.6,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,4.21,623.0,640.0,141,627.9834099999981,640.7503766666662
128,30518,"Dell Inspiron 15 5000, 2019 15.6"" FHD Touchscreen Laptop, Intel 4-Core i5-8265U, 12GB RAM, 256GB PCIe SSD by 16GB Optane, 1TB HDD, Backlit KB Fingerprint Reader MaxxAudio Win 10/Accessories Bundle",Dell,Dell Inspiron 5584,15.6,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8265U 1.6 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,256,1256,4.3,625.0,629.0,121,607.7417166666643,646.4499033333306
129,7874,"Asus X553SA-BHCLN10 15.6-Inch Laptop (Intel Celeron Dual Core N3050 Processor, 4GB, 500 GB HDD, Windows 10), Black",Asus,Asus X553SA-BHCLN10,15.6,1366.0,768.0,,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10,4,0,500,4.8,309.88,309.88,35,323.5530933333314,326.3262799999982
130,20735,"Lenovo Flex 5 14-Inch 2-in-1 Laptop, (Intel Core i5-8250U 8GB DDR4 128 GB PCIe SSD Windows 10) 81C90009US",Lenovo,Lenovo Flex 5,14.0,1920.0,1080.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,128,128,3.74,599.0,639.0,137,584.9945666666654,605.2594233333314
131,10827,"Acer Chromebook R 13 Convertible, 13.3-inch  Full HD Touch, MediaTek MT8173C, 4GB LPDDR3, 32GB, Chrome, CB5-312T-K5X4",Acer,Acer Chromebook R13 CB5-312T-K5X4,13.3,1920.0,1080.0,Glossy,1,MediaTek,MediaTek MT8173C 2.0 GHz (Quad-Core ARM Cortex-A72/A53),0.0,0,Imagination PowerVR GX6250,Chrome OS,Chrome OS,4,32,32,3.28,286.12,289.99,130,409.46973333333153,422.87995333333157
132,22372,"Acer Aspire 1, 14"" Full HD, Intel Celeron N3450, 4GB RAM, 32GB Storage, Windows 10 S, A114-31-C5GM",Acer,Acer Aspire A114-31,14.0,1920.0,1080.0,Matte,0,Intel Celeron,Intel Celeron N3450 1.1 GHz (Apollo Lake Quad-Core),0.0,0,Intel HD 500,Windows,Windows 10 S,4,32,32,3.6,228.0,228.0,61,208.9034166666638,235.4031799999969
133,25934,"HP Pavilion Gaming 15-inch Laptop, Intel Core i5-8300H Processor, NVIDIA GeForce GTX 1050 Ti 4 GB, 8 GB RAM, 1 TB hard drive and 128 GB SSD, Windows 10 Home (15-cx0030nr, Black)",HP,HP Pavilion Gaming 15-cx0030nr,15.6,1920.0,1080.0,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,128,1128,5.18,623.31,753.6,135,776.7519533333307,825.490949999994
134,28980,"HP 15.6"" HD Intel i3-7100U 4GB RAM 1TB HDD USB 3.1 Windows 10 Silver Laptop Computer",HP,HP 15-bs031wm,15.6,1366.0,768.0,Glossy,0,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,4,0,1000,4.52,348.98,359.0,192,431.2814566666644,457.9298599999969
135,21460,"Asus FX503VD Powerful Gaming Laptop 15.6â€ Full HD, Intel Core i7-7700HQ Quad-Core Processor, GeForce GTX 1050 4GB, 8GB DDR4, 128GB SSD + 1TB HDD, Windows 10 Home â€“ FX503VD-EH73",Asus,Asus FX503,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,128,1128,5.7,1199.0,1199.0,134,1105.8442133333324,1174.9937733333313
136,17474,"Dell Inspiron 7000 15.6"" Convertible 2-in-1 FHD Touchscreen Laptop, 7th Intel Core i7-7500U Processor, 12GB RAM, 512GB SSD, Backlit Keyboard, Bluetooth, HDMI, 802.11AC, Win 10",Dell,Dell Inspiron i7579,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10,12,512,512,4.83,949.99,999.0,186,839.4824366666611,854.1927733333289
137,23818,"Google Pixelbook (i7, 16 GB RAM, 512 GB)",Google,Google Pixelbook,12.3,2400.0,1600.0,Glossy,1,Intel Core i7,Intel Core i7-7Y75 1.3 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 615,Chrome OS,Chrome OS,16,512,512,2.45,1536.98,1649.0,158,1513.3452733333356,1566.2031199999954
138,23193,"Acer Aspire 3 A315-41-R9J1, 15.6"" Full HD, AMD Ryzen 7 2700U, 8GB DDR4, 256GB SSD, Windows 10 Home, Black",Acer,Acer Aspire 3 A315-41,15.6,1920.0,1080.0,Matte,0,AMD Ryzen 7,AMD Ryzen 7 2700U 2.2 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 10,Windows,Windows 10 Home,8,256,256,5.07,544.55,545.0,29,539.2882133333303,570.5367899999985
139,23423,"Apple MacBook Pro (15-inch, Previous Model, 16GB RAM, 512GB Storage) - Space Gray",Apple,Apple MacBook Pro 2018,15.4,2880.0,1800.0,Glossy,0,Intel Core i7,Intel Core i7-8850H 2.6 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,AMD Radeon Pro 560X,macOS,macOS High Sierra,16,512,512,4.02,2490.0,2500.0,221,1442.4844200000011,1575.5970166666643
140,11535,2016 Lenovo Premium Built High Performance 11.6 inch HD Laptop Intel Celeron Dual-Core Processor 4GB RAM 32G SSD Webcam WiFi HDMI Windows 10 - Black,Lenovo,Lenovo,11.6,1366.0,768.0,,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10,4,32,32,2.2,229.0,229.0,154,284.16573999999946,290.89237666666685
141,28804,"Lenovo Flex 11 Laptop, 11.6 Inch HD (1366 X 768) Display, Intel Pentium Silver N5000 Processor, 4GB DDR4 RAM, 64GB eMMC SSD, Intel UHD Graphics 605, Windows 10, 81A7000BUS, Onyx Black",Lenovo,Lenovo Flex 11,11.6,1366.0,768.0,Glossy,1,Intel Pentium,Intel Pentium Silver N5000 1.1 GHz (Gemini Lake Quad-Core),0.0,0,Intel UHD 605,Windows,Windows 10 S,4,64,64,2.75,298.99,349.99,13,359.29362666666435,370.87047333333464
142,7266,"Microsoft Surface Pro 4 (512 GB, 16 GB RAM, Intel Core i7e)",Microsoft,Microsoft Surface Pro 4 TH4,12.3,2736.0,1824.0,glossy,1,Intel Core i7,Intel Core i7-6650U 2.2 GHz (6th gen Skylake Dual-Core with Hyper-Threading),1.0,0,Intel Iris,Windows,Windows 10,4,512,512,1.73,939.0,949.99,114,845.7845633333277,883.6096533333251
143,29204,"Lenovo Flex 6 2-IN-1 Laptop, 11.6"" (1366x768) Touchscreen, Intel N4000, 4GB Ram, 64GB Storage, Windows 10 (Renewed)",Lenovo,Lenovo Flex 6,11.6,1366.0,768.0,Glossy,1,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 Home,4,64,64,2.75,179.99,199.99,104,306.8425399999981,318.1797433333333
144,16239,"Flagship Model HP 17.3"" High Performance HD+ WLED-Backlit Laptop, Intel Core i3-5005U, 6GB RAM, 1TB HDD, Windows 10",HP,HP 17,17.3,1600.0,900.0,Glossy,0,Intel Core i3,Intel Core i3-5005U 2.0 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0.0,0,Intel HD 5500,Windows,Windows 10,6,0,1000,5.84,489.99,489.99,67,523.2946066666642,540.2013033333299
145,27413,"ASUS TUF (2019) Gaming Laptop, 15.6â€ 120Hz FHD IPS-Type, AMD Ryzen 7 R7-3750H, GeForce GTX 1660 Ti, 16GB DDR4, 256GB PCIe SSD + 1TB HDD, Gigabit Wi-Fi 5, RGB KB, Windows 10 Home, TUF505DU-EB74",Asus,Asus TUF Gaming TUF505DU,15.6,1920.0,1080.0,Matte,0,AMD Ryzen 7,AMD Ryzen 7 3750H 2.3 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,256,1256,4.85,988.98,999.49,15,921.3492166666636,958.7152633333271
146,23116,"2018 Lenovo Flex 5 15 2-IN-1 Laptop: 15.6"" IPS Touchscreen Full HD (1920x1080), Intel Quad Core i7-8550U, 512GB SSD, 16GB DDR4, NVIDIA 940MX, Backlit Keys, Windows 10 - Black (Renewed)",Lenovo,Lenovo Flex 5,15.6,1920.0,1080.0,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10 Home,16,512,512,4.4,694.0,694.0,90,1187.9713266666652,1283.265773333325
147,11941,"ASUS Zenbook 13.3"" Full HD 1920x1080 Touchscreen 2-in-1 Laptop PC Intel Core M3-6Y30 Processor 8GB RAM 256GB SSD 802.11AC Wifi HDMI Bluetooth Webcam Windows 10-Gray",Asus,Asus ZenBook Flip UX360CA-UBM1T,13.3,1920.0,1080.0,Glossy,1,Intel Core m3,Intel Core m3-6Y30 0.9 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 515,Windows,Windows 10,8,256,256,2.9,799.0,799.0,184,622.4526733333273,667.0842766666665
148,28801,"Alienware M15-15.6"" FHD Gaming Laptop Thin and Light, i7-8750H Processor, NVIDIA GeForce Graphics Card, 16GB RAM, 1TB Hybrid HDD + 128GB SSD, 17.9mm Thick & 4.78lbs",Alienware,Alienware m15,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,128,1128,4.85,1189.98,1249.0,167,1494.44628000001,1544.144940000001
149,27881,"2019 Lenovo Ideapad 330 15.6"" Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i5-8250U Up to 3.4GHz (Beat i7-7500U), 8GB DDR4, 1TB HDD, DVDRW, Bluetooth 4.1, 802.11AC WiFi, HDMI, Windows 10",Lenovo,Lenovo IdeaPad 330,15.6,1366.0,768.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,4.85,620.0,620.0,155,606.085599999999,629.3589233333317
150,26772,"2018 Newest HP Pavilion Business Flagship Laptop PC 15.6"" HD Touchscreen Display 8th Gen Intel i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD Backlit-Keyboard Bluetooth B&O Audio Windows 10-Gold",HP,HP Pavilion 15-cc154cl,15.6,1366.0,768.0,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,12,0,1000,4.65,619.99,639.97,14,610.0626099999994,616.7409899999976
151,22141,"HP 15.6"" HD Touchscreen Laptop PC, Intel Core i5-7200U, 8GB RAM, 2TB HDD + 128GB SSD, HDMI, WiFi, DVD RW, Windows 10 Home",HP,HP,15.6,1366.0,768.0,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,128,2128,4.52,599.0,599.0,3,539.4883766666705,556.2335700000071
152,26587,"Asus TUF Gaming Laptop FX504 15.6â€ 120Hz 3ms Full HD, Intel Core i7-8750H Processor, GeForce GTX 1060 6GB, 16GB DDR4, 256GB PCIe SSD + 1TB HDD, Gigabit WiFi, Windows 10 Home - FX504GM-ES74",Asus,Asus TUF Gaming FX504,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,1256,5.07,1099.9,1099.9,193,1389.4535500000034,1434.448880000003
153,30288,"Prostar P950RF 15.6 Inches FHD 144Hz, Intel i7-9750H, RTX 2070, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 1TB SSD, Windows 10 Home, Thin Gaming Laptop, 1-Year Warranty",Other,Prostar P950RF,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,1500,1500,4.6,1759.0,1799.0,213,1883.5307900000028,1964.4857333333377
154,23221,"2018 Premium HP Envy x360 15.6"" 2-in-1 FHD IPS Business Touchscreen Laptop/Tablet, AMD Quad-Core Ryzen 5 2500U 8GB DDR4 256GB SSD+1TB HDD backlit keyboard B&O Play Audio HDMI WLAN USB Type-C Win 10",HP,HP Envy x360,15.6,1920.0,1080.0,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,1256,4.74,827.0,827.0,148,669.0029899999963,690.8838833333327
155,3900,"HP 15-r063nr 15.6"" Touchscreen Laptop / Intel Pentium Quad-Core N3530 2.16 GHz / 4GB Memory / 500GB Hard Drive / SuperMulti DVD / Windows 8.1",HP,HP 15-r063nr,14.88,1366.0,768.0,Glossy,1,Intel Pentium,Intel Pentium N3530 2.16 GHz (Bay Trail Quad-Core),0.0,0,Intel HD,Windows,Windows 8.1,4,0,500,5.25,376.88,376.88,163,365.3996199999981,371.5862133333336
156,26802,"ïƒ  Samsung Chromebook Plus V2, 2-in-1, 4GB RAM, 64GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio, Light Titan (XE520QAB-K03US)",Samsung,Samsung Chromebook Plus V2,12.2,1920.0,1200.0,Glossy,1,Intel Celeron,Intel Celeron 3965Y 1.5 GHz (Kaby Lake Dual-Core),0.0,0,Intel UHD 615,Chrome OS,Chrome OS,4,64,64,2.98,354.39,377.0,26,373.66339333332996,389.94169999999775
157,27736,"Samsung - Notebook 5 15.6"" Laptop - AMD Ryzen 5 - 8 GB Memory- 1 TB Hard Drive - Light Titan",Samsung,Samsung Notebook 5,15.6,1920.0,1080.0,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,0,1000,4.3,519.98,599.99,98,492.6336866666622,513.2343666666633
158,20283,"ASUS ROG STRIX Gaming Laptop, 15.6â€ IPS-Type Full HD, Intel Core i7-7700HQ Processor, GeForce GTX 1050 4GB, 16GB DDR4, 1TB FireCuda SSHD, RGB, Windows 10 Home - GL503VD-DB71",Asus,Asus ROG Strix GL503,15.6,1920.0,1080.0,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,0,1000,5.6,1999.11,1999.11,95,1253.7271766666602,1264.4972033333263
