,cpu_core,brand,cpu_brand,gpu_brand,gpu,cpu_type_name,screen_surface,touchscreen,discrete_gpu,detachable_keyboard,threading,id,screen_size,ram,ssd,storage,weight,cpu_GHZ,pixels_x,cpu_benchmark,gpu_benchmark,min_price,max_price
269,DUAL-CORE,ACER,INTEL,INTEL,INTEL HD 500,CELERON,MATTE,0,0,0.0,0.0,30291,11.6,4,32,32,2.98,1.1,1366,1123.0,317.0,145.99,160.5
201,QUAD-CORE,ACER,AMD,AMD,AMD RADEON RX 560X,RYZEN 5,MATTE,0,1,0.0,1.0,27889,15.6,8,0,1000,5.95,2.0,1920,6317.0,3520.0,529.0,529.99
161,QUAD-CORE,APPLE,INTEL,NVIDIA,NVIDIA GEFORCE GT 750M,CORE I7,GLOSSY,0,1,0.0,1.0,26808,15.4,16,512,512,4.46,2.5,2880,5904.0,1232.0,899.99,928.9
43,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2060,CORE I7,MATTE,0,1,0.0,1.0,30513,15.6,32,500,1500,5.0,2.6,1920,11636.0,15156.0,1399.0,1449.0
217,QUAD-CORE,LENOVO,AMD,AMD,AMD RADEON VEGA 8,RYZEN 5,MATTE,0,0,0.0,1.0,23224,13.3,8,256,256,2.4,2.0,1920,6317.0,1509.0,699.99,699.99
401,QUAD-CORE,ASUS,AMD,AMD,AMD RADEON VEGA 8,RYZEN 5,MATTE,0,0,0.0,1.0,28219,15.6,8,256,256,3.5,2.1,1920,7248.0,1509.0,472.61,479.99
190,QUAD-CORE,ALIENWARE,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1070,CORE I7,MATTE,0,1,0.0,1.0,16467,17.3,16,0,1000,9.7,2.8,1920,7069.0,13557.0,1445.0,1599.0
309,QUAD-CORE,ASUS,INTEL,INTEL,INTEL UHD 620,CORE I5,MATTE,0,0,0.0,1.0,18829,15.6,8,0,1000,3.7,1.6,1920,6372.0,888.0,799.99,799.99
259,QUAD-CORE,LENOVO,AMD,AMD,AMD RADEON VEGA 8,RYZEN 5,GLOSSY,1,0,0.0,1.0,28640,14.0,12,256,256,3.64,2.1,1920,7248.0,1509.0,528.48,537.95
105,QUAD-CORE,MICROSOFT,INTEL,INTEL,INTEL UHD 620,CORE I5,GLOSSY,1,0,1.0,1.0,27734,13.5,8,256,256,3.38,1.7,3000,6987.0,888.0,1090.0,1130.0
53,QUAD-CORE,DELL,INTEL,INTEL,INTEL UHD 620,CORE I7,MATTE,0,0,0.0,1.0,31192,15.6,16,512,512,4.03,1.9,1920,6807.0,888.0,1199.0,1199.0
389,DUAL-CORE,ACER,INTEL,INTEL,INTEL HD 620,CORE I7,MATTE,0,0,0.0,1.0,20093,15.6,8,0,1000,4.92,2.7,1920,3500.0,888.0,573.6,599.99
1,HEXA-CORE,RAZER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070 MAX-Q,CORE I7,MATTE,0,1,0.0,1.0,25926,15.6,16,512,512,4.63,2.2,1920,10418.0,11018.0,2099.99,2099.99
450,HEXA-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070,CORE I7,MATTE,0,1,0.0,1.0,26098,15.6,16,512,512,5.29,2.2,1920,10418.0,16632.0,1689.99,1749.99
492,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD,CELERON,MATTE,0,0,0.0,0.0,10944,11.6,4,64,64,2.8,1.6,1366,672.0,10.0,348.9,348.9
49,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD 620,CORE I5,GLOSSY,1,0,0.0,1.0,12294,14.0,8,256,256,3.42,2.5,1920,3522.0,888.0,824.99,824.99
419,HEXA-CORE,DELL,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1650,CORE I7,GLOSSY,0,1,0.0,1.0,29203,15.6,16,1000,1000,4.5,2.6,3840,11636.0,7868.0,1749.97,2099.99
80,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 5500,CORE I3,GLOSSY,0,0,0.0,1.0,11945,15.6,6,0,1000,4.85,2.0,1366,2151.0,568.0,399.99,399.99
205,QUAD-CORE,HP,AMD,AMD,AMD RADEON R2,E2,GLOSSY,0,0,0.0,0.0,19838,15.6,4,0,500,4.4,1.8,1366,1978.0,302.0,329.99,329.99
34,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD 620,CORE I5,MATTE,0,0,0.0,1.0,26138,17.3,8,0,1000,6.17,2.5,1600,3522.0,888.0,693.0,693.0
430,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 5500,CORE I7,GLOSSY,1,0,0.0,1.0,6635,13.3,8,256,256,2.8,2.4,3200,2715.0,568.0,1499.44,1499.44
263,,ASUS,ROCKCHIP,MALI-T860,MALI-T860 MP4,ROCKCHIP,GLOSSY,1,0,0.0,0.0,19313,10.1,4,16,16,2.0,1.6,1280,4957.364729458918,3113.8426294820715,230.0,241.0
427,QUAD-CORE,ACER,INTEL,INTEL,INTEL HD 505,PENTIUM,GLOSSY,1,0,0.0,0.0,20501,15.6,4,32,32,4.3,1.1,1920,2257.0,411.0,322.0,325.12
366,HEXA-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2060,CORE I7,MATTE,0,1,0.0,1.0,28977,15.6,16,1000,1000,5.7,2.6,1920,11636.0,15156.0,1684.03,1798.98
91,DUAL-CORE,MICROSOFT,INTEL,INTEL,INTEL HD 620,CORE I5,GLOSSY,1,0,0.0,1.0,22858,13.5,4,128,128,2.76,2.5,2256,3522.0,888.0,540.0,553.0
339,QUAD-CORE,JUMPER,INTEL,INTEL,INTEL HD 505,ATOM,GLOSSY,1,0,1.0,0.0,28487,11.6,6,64,64,1.54,1.6,1920,2049.0,411.0,249.9,249.9
483,DUAL-CORE,DELL,AMD,AMD,AMD RADEON R4,A6,GLOSSY,0,0,0.0,0.0,22137,15.6,4,0,500,5.07,2.5,1366,1032.0,346.0,287.97,298.95
52,QUAD-CORE,DELL,INTEL,INTEL,INTEL UHD 620,CORE I7,GLOSSY,1,0,0.0,1.0,28485,13.3,8,256,256,2.68,1.8,3840,6134.0,888.0,1072.0,1079.99
345,HEXA-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1060,CORE I7,MATTE,0,1,0.0,1.0,24014,15.6,16,256,1256,5.29,2.2,1920,10418.0,10210.0,1294.0,1358.0
264,HEXA-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070 MAX-Q,CORE I7,MATTE,0,1,0.0,1.0,26586,15.6,16,512,512,4.63,2.2,1920,10418.0,11018.0,1699.99,1926.26
241,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD,CELERON,MATTE,0,0,0.0,0.0,10943,11.6,2,32,32,2.6,1.6,1366,672.0,10.0,248.88,248.88
13,DUAL-CORE,HP,INTEL,INTEL,INTEL HD 500,CELERON,GLOSSY,1,0,0.0,0.0,28331,14.0,4,32,32,3.4,1.1,1366,1123.0,317.0,289.99,289.99
315,DUAL-CORE,ASUS,INTEL,INTEL,INTEL UHD 615,CORE M3,GLOSSY,1,0,0.0,1.0,26956,14.0,4,64,64,3.19,1.1,1920,2995.0,835.0,482.9,489.79
88,QUAD-CORE,LENOVO,INTEL,INTEL,INTEL HD 400,ATOM,GLOSSY,1,0,0.0,0.0,22560,10.1,4,64,64,1.52,1.44,1920,1395.0,329.0,599.99,599.99
387,QUAD-CORE,DELL,INTEL,NVIDIA,NVIDIA GEFORCE GTX 960M,CORE I7,GLOSSY,0,1,0.0,1.0,9469,15.6,8,256,256,3.9,2.6,1920,6661.0,3467.0,1599.33,1599.33
273,DUAL-CORE,ACER,INTEL,INTEL,INTEL HD 400,CELERON,MATTE,0,0,0.0,0.0,24433,15.6,4,16,16,4.3,1.6,1366,759.0,329.0,200.0,200.98
166,QUAD-CORE,LENOVO,INTEL,INTEL,INTEL UHD 620,CORE I7,GLOSSY,1,0,0.0,1.0,24012,13.9,16,512,512,3.02,1.8,3840,6134.0,888.0,1418.97,1418.97
328,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1650,CORE I7,MATTE,0,1,0.0,1.0,31197,15.6,32,500,1500,4.85,2.6,1920,11636.0,7868.0,1319.0,1319.0
502,QUAD-CORE,ASUS,INTEL,INTEL,INTEL HD,PENTIUM,GLOSSY,0,0,0.0,0.0,11301,15.6,4,0,500,4.41,1.6,1366,1243.0,10.0,335.0,338.87
134,DUAL-CORE,HP,AMD,AMD,AMD RADEON R4,A6,GLOSSY,0,0,0.0,0.0,21458,15.6,4,0,500,4.52,2.5,1366,1032.0,346.0,379.99,449.01
306,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 4400,CORE I5,MATTE,0,0,0.0,1.0,21222,14.0,8,128,128,3.7,1.6,1366,2325.0,530.0,226.0,243.0
490,QUAD-CORE,MICROSOFT,INTEL,Unknown,,ATOM,Unknown,1,0,1.0,0.0,6267,10.8,2,64,64,1.37,1.6,1920,1348.0,3113.8426294820715,429.99,429.99
319,DUAL-CORE,ASUS,INTEL,INTEL,INTEL UHD 615,CORE M3,MATTE,0,0,0.0,1.0,29403,14.0,8,64,64,2.93,1.1,1920,2995.0,835.0,369.99,429.97
243,DUAL-CORE,SAMSUNG,INTEL,INTEL,INTEL HD 515,CORE M3,GLOSSY,1,0,0.0,1.0,17017,12.3,4,32,32,2.38,0.9,2400,1862.0,688.0,649.0,699.99
54,HEXA-CORE,RAZER,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1070,CORE I7,MATTE,0,1,0.0,1.0,23424,15.6,16,256,256,4.63,2.2,1920,10418.0,13557.0,2999.11,2999.11
363,QUAD-CORE,HP,INTEL,INTEL,INTEL UHD,CORE I5,GLOSSY,1,0,0.0,1.0,30751,15.6,16,512,512,3.75,1.0,1366,7773.0,1165.0,521.38,528.0
50,QUAD-CORE,DELL,INTEL,NVIDIA,NVIDIA GEFORCE 940MX,CORE I7,GLOSSY,1,1,0.0,1.0,21213,15.6,8,0,1000,4.41,1.8,1920,6134.0,1603.0,899.99,899.99
465,DUAL-CORE,HP,INTEL,INTEL,INTEL HD 515,CORE M3,GLOSSY,1,0,1.0,1.0,9727,12.0,4,128,128,2.68,0.9,1920,1862.0,688.0,449.0,449.99
174,QUAD-CORE,DELL,INTEL,INTEL,INTEL UHD,CORE I5,MATTE,0,0,0.0,1.0,30511,15.6,8,256,256,4.52,1.0,1920,7773.0,1165.0,546.49,609.0
445,DUAL-CORE,HP,INTEL,INTEL,INTEL HD,CELERON,GLOSSY,1,0,0.0,0.0,8468,15.6,4,0,500,5.05,2.16,1366,618.0,10.0,409.98,412.0
189,HEXA-CORE,MSI,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050 TI,CORE I7,MATTE,0,1,0.0,1.0,28218,15.6,16,128,1128,4.85,2.2,1920,10418.0,6657.0,1078.95,1199.99
506,QUAD-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1070,CORE I7,MATTE,0,1,0.0,1.0,19301,17.3,12,128,1128,6.39,2.8,1920,7069.0,13557.0,1899.99,1899.99
463,DUAL-CORE,DELL,AMD,AMD,AMD RADEON R4,A6,MATTE,0,0,0.0,0.0,22744,11.6,4,32,32,2.98,1.6,1366,1032.0,346.0,165.0,168.88
187,QUAD-CORE,LENOVO,INTEL,INTEL,INTEL HD,ATOM,GLOSSY,0,0,0.0,0.0,8061,11.6,2,32,32,2.2,1.33,1366,522.0,10.0,468.88,468.88
169,DUAL-CORE,SAMSUNG,INTEL,INTEL,INTEL HD 400,CELERON,MATTE,0,0,0.0,0.0,25268,11.6,4,32,32,2.54,1.6,1366,759.0,329.0,150.19,165.9
58,QUAD-CORE,HP,AMD,AMD,AMD RADEON R4,A6,GLOSSY,0,0,0.0,0.0,13772,15.6,4,0,500,4.74,2.0,1366,2076.0,346.0,465.0,465.0
48,DUAL-CORE,ACER,INTEL,INTEL,INTEL HD,CELERON,MATTE,0,0,0.0,0.0,21893,11.6,2,16,16,2.43,2.16,1366,618.0,10.0,134.99,139.99
344,DUAL-CORE,MICROSOFT,INTEL,INTEL,INTEL HD 5000,CORE I7,GLOSSY,1,0,0.0,1.0,14070,12.0,8,256,256,1.76,1.7,2160,2380.0,684.0,999.99,999.99
235,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 620,CORE I3,GLOSSY,0,0,0.0,1.0,20099,15.6,8,128,128,4.63,2.4,1366,2806.0,888.0,390.0,390.0
252,QUAD-CORE,HP,INTEL,INTEL,INTEL HD,PENTIUM,GLOSSY,0,0,0.0,0.0,23617,15.6,4,0,500,5.05,2.16,1366,1179.0,10.0,329.0,350.0
21,QUAD-CORE,ACER,INTEL,INTEL,INTEL UHD 620,CORE I7,GLOSSY,1,0,0.0,1.0,28046,14.0,16,512,512,3.75,1.8,1920,6777.0,888.0,719.0,719.0
313,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL UHD 600,CELERON,MATTE,0,0,0.0,0.0,28642,11.6,4,64,64,2.54,1.1,1366,1278.0,345.0,189.05,209.88
459,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070,CORE I7,MATTE,0,1,0.0,1.0,31416,17.3,32,1000,1000,4.71,2.6,1920,11636.0,16632.0,2149.0,2149.0
160,QUAD-CORE,ACER,INTEL,INTEL,INTEL HD 400,CELERON,MATTE,0,0,0.0,0.0,21461,14.0,4,32,32,3.42,1.6,1920,1294.0,329.0,149.99,149.99
276,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 520,CORE I5,MATTE,0,0,0.0,1.0,16473,14.0,8,256,256,3.32,2.4,1920,3368.0,864.0,940.0,949.95
443,QUAD-CORE,RAZER,INTEL,INTEL,INTEL UHD 620,CORE I7,GLOSSY,1,0,0.0,1.0,23615,13.3,16,512,512,2.98,1.8,3200,6134.0,888.0,1799.99,1799.99
191,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD 3000,CORE I5,MATTE,0,0,0.0,1.0,7493,14.0,8,0,320,4.9,2.5,1366,2275.0,258.0,189.0,209.69
385,DUAL-CORE,APPLE,INTEL,INTEL,INTEL HD 5000,CORE I5,GLOSSY,0,0,0.0,1.0,11300,11.6,4,128,128,2.5,1.3,1366,2293.0,684.0,341.0,358.0
293,QUAD-CORE,LENOVO,MEDIATEK,POWERVR,POWERVR GX6250,MEDIATEK,MATTE,1,0,0.0,0.0,23417,11.6,4,32,32,3.0,2.1,1366,4957.364729458918,3113.8426294820715,368.0,368.0
413,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070,CORE I7,MATTE,0,1,0.0,1.0,30067,15.6,32,1000,2000,4.6,2.6,1920,11636.0,16632.0,1829.0,1929.0
343,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD 520,CORE I5,Unknown,0,0,0.0,1.0,9719,15.6,8,0,1000,5.06,2.3,1366,2989.0,864.0,649.0,649.0
257,QUAD-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1650 MAX-Q,CORE I7,GLOSSY,0,1,0.0,1.0,28806,15.6,16,1000,1000,3.68,1.8,1920,6777.0,6318.0,1399.99,1399.99
308,QUAD-CORE,LG,INTEL,INTEL,INTEL UHD 620,CORE I7,GLOSSY,0,0,0.0,1.0,26097,17.0,16,512,512,2.95,1.8,2560,6777.0,888.0,1344.0,1479.0
149,DUAL-CORE,HP,INTEL,INTEL,INTEL HD 620,CORE I3,GLOSSY,0,0,0.0,1.0,20279,17.3,8,0,1000,5.29,2.4,1600,2806.0,888.0,459.95,475.99
130,HEXA-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050 TI,CORE I7,MATTE,0,1,0.0,1.0,26368,17.3,16,128,1128,6.72,2.2,1920,10418.0,6657.0,1249.0,1249.0
151,HEXA-CORE,LENOVO,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050,CORE I7,MATTE,0,1,0.0,1.0,29406,15.6,8,256,1256,4.83,2.6,1920,11636.0,5595.0,949.99,983.0
359,QUAD-CORE,HP,INTEL,INTEL,INTEL UHD 620,CORE I5,GLOSSY,0,0,0.0,1.0,21467,15.6,12,0,2000,4.3,1.6,1366,6372.0,888.0,545.37,559.0
99,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 620,CORE I3,GLOSSY,1,0,0.0,1.0,17275,15.6,6,0,1000,5.18,2.4,1366,2806.0,888.0,427.99,427.99
372,QUAD-CORE,LENOVO,INTEL,INTEL,INTEL UHD 620,CORE I5,GLOSSY,1,0,0.0,1.0,23619,13.3,8,256,256,2.62,1.6,1920,6372.0,888.0,580.0,608.98
87,QUAD-CORE,MSI,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050,CORE I5,MATTE,0,1,0.0,1.0,28802,15.6,8,256,256,5.07,2.3,1920,7584.0,5595.0,683.99,699.0
458,DUAL-CORE,HP,INTEL,INTEL,INTEL HD 620,CORE I7,GLOSSY,1,0,0.0,1.0,24220,15.6,8,0,1000,4.4,2.7,1366,3500.0,888.0,589.95,624.99
330,QUAD-CORE,DELL,INTEL,INTEL,INTEL UHD 620,CORE I5,GLOSSY,1,0,0.0,1.0,28646,15.6,16,512,1512,4.8,1.6,1920,6372.0,888.0,661.0,675.0
214,QUAD-CORE,APPLE,INTEL,INTEL,INTEL IRIS PLUS 655,CORE I5,GLOSSY,0,0,0.0,1.0,25929,13.3,8,512,512,3.02,2.3,2560,8543.0,1790.0,1869.95,1875.95
466,QUAD-CORE,ASUS,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1070,CORE I7,MATTE,0,1,0.0,1.0,20741,15.6,16,256,256,5.0,2.8,1920,7069.0,13557.0,1112.57,1950.14
121,DUAL-CORE,HP,INTEL,INTEL,INTEL HD 620,CORE I7,GLOSSY,0,0,0.0,1.0,17277,17.3,8,0,1000,5.84,2.7,1600,3500.0,888.0,850.0,855.0
509,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2070,CORE I7,MATTE,0,1,0.0,1.0,29633,15.6,32,500,1500,4.6,2.6,1920,11636.0,16632.0,1659.0,1699.0
20,QUAD-CORE,DELL,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050 TI,CORE I5,MATTE,0,1,0.0,0.0,22558,15.6,8,256,256,6.61,2.5,1920,5260.0,6657.0,760.0,763.2
188,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 5500,CORE I5,GLOSSY,1,0,0.0,1.0,6634,13.3,8,0,500,3.7,2.2,1920,2546.0,568.0,1099.0,1099.0
71,HEXA-CORE,DELL,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1050 TI,CORE I7,MATTE,0,1,0.0,1.0,23118,15.6,16,256,1256,5.57,2.2,1920,10418.0,6657.0,1065.0,1099.0
106,HEXA-CORE,OTHER,INTEL,NVIDIA,NVIDIA GEFORCE RTX 2060,CORE I7,MATTE,0,1,0.0,1.0,30993,15.6,16,500,2500,5.0,2.6,1920,11636.0,15156.0,1399.0,1399.0
270,QUAD-CORE,ASUS,INTEL,INTEL,INTEL UHD 620,CORE I5,MATTE,0,0,0.0,1.0,24840,13.3,8,256,256,2.5,1.6,1920,6372.0,888.0,790.79,829.0
348,DUAL-CORE,DELL,INTEL,INTEL,INTEL HD 5500,CORE I5,MATTE,0,0,0.0,1.0,6973,13.3,4,128,128,2.6,2.2,1920,2546.0,568.0,849.88,849.88
435,DUAL-CORE,LENOVO,INTEL,INTEL,INTEL HD 620,CORE I5,MATTE,0,0,0.0,1.0,19617,14.0,8,256,256,3.74,2.5,1366,3522.0,888.0,499.0,648.0
102,QUAD-CORE,ALIENWARE,INTEL,NVIDIA,NVIDIA GEFORCE GTX 1060,CORE I7,MATTE,0,1,0.0,1.0,14898,15.6,16,128,1128,8.0,2.6,1920,6661.0,10210.0,1399.99,1399.99
